448,0
406,0.003743
374,0.007487
349,0.01123
333,0.014973
324,0.018716
323,0.02246
329,0.026203
343,0.029946
363,0.033689
390,0.037433
424,0.041176
465,0.044919
512,0.048663
565,0.052406
623,0.056149
688,0.059892
758,0.063636
834,0.067379
915,0.071122
1002,0.074865
1093,0.078609
1189,0.082352
1290,0.086095
1395,0.089839
1505,0.093582
1619,0.097325
1737,0.10107
1860,0.10481
1986,0.10855
2116,0.1123
2249,0.11604
2386,0.11979
2527,0.12353
2670,0.12727
2817,0.13101
2967,0.13476
3120,0.1385
3276,0.14224
3434,0.14599
3595,0.14973
3759,0.15347
3925,0.15722
4093,0.16096
4263,0.1647
4436,0.16845
4611,0.17219
4787,0.17593
4965,0.17968
5146,0.18342
5328,0.18716
5511,0.19091
5696,0.19465
5883,0.19839
6070,0.20214
6260,0.20588
6450,0.20962
6641,0.21337
6834,0.21711
7028,0.22085
7222,0.2246
7418,0.22834
7614,0.23208
7811,0.23583
8009,0.23957
8208,0.24331
8407,0.24706
8606,0.2508
8807,0.25454
9007,0.25829
9208,0.26203
9409,0.26577
9611,0.26952
9813,0.27326
10015,0.277
10217,0.28075
10420,0.28449
10622,0.28823
10825,0.29197
11028,0.29572
11230,0.29946
11433,0.30321
11635,0.30695
11838,0.31069
12040,0.31444
12242,0.31818
12443,0.32192
12645,0.32566
12846,0.32941
13047,0.33315
13248,0.3369
13448,0.34064
13648,0.34438
13847,0.34812
14046,0.35187
14245,0.35561
14443,0.35935
14641,0.3631
14838,0.36684
15034,0.37058
15230,0.37433
15426,0.37807
15621,0.38181
15815,0.38556
16008,0.3893
16201,0.39304
16394,0.39679
16585,0.40053
16776,0.40427
16966,0.40802
17156,0.41176
17344,0.4155
17532,0.41925
17720,0.42299
17906,0.42673
18091,0.43048
18276,0.43422
18460,0.43796
18643,0.44171
18825,0.44545
19007,0.44919
19187,0.45294
19367,0.45668
19545,0.46042
19723,0.46417
19900,0.46791
20076,0.47165
20250,0.4754
20424,0.47914
20597,0.48288
20769,0.48662
20940,0.49037
21109,0.49411
21278,0.49785
21445,0.5016
21612,0.50534
21777,0.50909
21941,0.51283
22104,0.51657
22265,0.52031
22426,0.52406
22585,0.5278
22743,0.53155
22900,0.53529
23055,0.53903
23209,0.54278
23362,0.54652
23514,0.55026
23663,0.554
23812,0.55775
23959,0.56149
24105,0.56523
24249,0.56898
24391,0.57272
24532,0.57646
24671,0.58021
24809,0.58395
24945,0.58769
25079,0.59144
25212,0.59518
25342,0.59892
