p,q,force,dev
-0.00105363667003,-0.0251797675745,0.120394796094,6.94165278336e-05
-0.00101241521164,-0.0249794392175,0.468270204482,0.000269991173032
-0.000987315199284,-0.0251137385545,0.231808526066,0.000133654740971
-0.000987315199284,-0.0251137385545,0.231808526066,0.000133654740971
-0.000963217137647,-0.0250783152469,0.292319540653,0.000168543758457
-0.000939526737088,-0.0250460269098,0.347450507186,0.000200330730906
-0.000921124594354,-0.0250719908286,0.301048940873,0.000173576963733
-0.000895751491334,-0.0251175550967,0.219991610105,0.000126841616628
-0.000865806452567,-0.0251206641295,0.213049410537,0.000122838941171
-0.000865806452567,-0.0251206641295,0.213049410537,0.000122838941171
-0.000824269375836,-0.0251196179747,0.212855370329,0.000122727088693
-0.000780983206592,-0.0251207067917,0.208951649988,0.000120476330618
-0.000737555643273,-0.0251201541476,0.208041354318,0.000119951487048
-0.000694179028297,-0.0251157649661,0.213975954785,0.000123373212822
-0.000651029418164,-0.0251158848095,0.21215714812,0.000122324518244
-0.000651029418164,-0.0251158848095,0.21215714812,0.000122324518244
-0.000607667904741,-0.0251166107275,0.209396765369,0.000120732923399
-0.00056433817067,-0.0251165306298,0.208176776203,0.000120029464326
-0.000521082322429,-0.0251131008246,0.212950194239,0.000122781625106
-0.0004780507787,-0.0251118423154,0.214057490293,0.000123419985385
-0.000435026656424,-0.0251145602712,0.20833102279,0.000120118177275
-0.000435026656424,-0.0251145602712,0.20833102279,0.000120118177275
-0.000391784956649,-0.0251069270874,0.220846699647,0.000127334251868
-0.000349225853916,-0.0250981627693,0.235483878273,0.000135773490631
-0.000306514371041,-0.0251001743666,0.231361029094,0.000133396248845
-0.000275340449975,-0.025052759911,0.3139098564,0.00018099127024
-0.000250804445737,-0.025051830012,0.315301066387,0.000181793278198
-0.000250804445737,-0.025051830012,0.315301066387,0.000181793278198
-0.000235018927658,-0.0250600064048,0.300901778246,0.000173490999642
-0.00020906558734,-0.0250639594178,0.293812809113,0.000169403595294
-0.000187998688041,-0.0250221493021,0.366877864058,0.000211530325432
-0.000162311686576,-0.0249900416334,0.422964901907,0.000243867968859
-0.00014674099428,-0.0250104581637,0.387214354068,0.000223255339392
-0.00014674099428,-0.0250104581637,0.387214354068,0.000223255339392
-0.000129702510158,-0.0249653407792,0.466179317517,0.000268783489812
-0.000114743841149,-0.0249030989074,0.575130662312,0.00033160046377
-9.45135682233e-05,-0.0248970451388,0.58573550177,0.00033771457298
-7.41557352002e-05,-0.0249494037074,0.49420267455,0.000284940051084
-7.91640756204e-05,-0.0249416651518,0.508083079958,0.000292942476723
-7.91640756204e-05,-0.0249416651518,0.508083079958,0.000292942476723
8.69057186588e-05,-0.0248863107536,0.605410640232,0.00034905681695
0.000101676649062,-0.0248086680188,0.741778324837,0.00042767951898
0.00010647476143,-0.0248220139172,0.71855828127,0.000414291686922
0.000128554115332,-0.0249076679698,0.568945228349,0.000328031312932
0.000170816880484,-0.0248723597358,0.631508545293,0.000364101743183
0.000170816880484,-0.0248723597358,0.631508545293,0.000364101743183
0.000206529763132,-0.024863182868,0.648369741138,0.000373822314406
0.000250907664786,-0.0248546058108,0.664439266032,0.000383086270035
0.00029385904434,-0.0248601268174,0.655937854212,0.000378183804046
0.000337184020267,-0.0248575936547,0.661667890192,0.000381486416518
0.000381117419149,-0.0248407639265,0.692565816246,0.000399299379833
0.000381117419149,-0.0248407639265,0.692565816246,0.000399299379833
0.000413961439121,-0.0248285724766,0.715065519393,0.000412270558739
0.000439046996555,-0.0247650605687,0.827071264582,0.000476846005909
0.000454828151807,-0.0247580553631,0.839915729115,0.000484250892377
0.00046081118254,-0.0248189637838,0.732474393233,0.000422308710516
0.000476712991247,-0.0248438287325,0.689154394469,0.000397333228303
0.000476712991247,-0.0248438287325,0.689154394469,0.000397333228303
0.000507795937525,-0.0247945076887,0.776705150385,0.000447809334973
0.000540014804106,-0.0247717838484,0.817891339997,0.000471553807703
0.000561119042315,-0.0248119092241,0.748609007286,0.000431609003199
0.000580380939536,-0.0248462329599,0.689015653636,0.000397251207329
0.000605137359696,-0.0247925689466,0.784071139499,0.000452053967064
0.000605137359696,-0.0247925689466,0.784071139499,0.000452053967064
0.000626222862247,-0.0248097972428,0.754903539598,0.000435237089483
0.00063959109139,-0.0248274516851,0.724671193235,0.000417806514941
0.000660430780046,-0.0248063082174,0.762745193778,0.00043975698583
0.000682419989996,-0.0247702107588,0.827027538226,0.000476817504512
0.000716874979076,-0.0248315658115,0.721087489421,0.000415738914578
0.000716874979076,-0.0248315658115,0.721087489421,0.000415738914578
0.000767959465083,-0.0248133454593,0.755466831123,0.000435559073399
0.00120555684299,-0.0247697639847,0.860803911995,0.000496277062576
0.00165291638829,-0.0247909428926,0.866859433006,0.000499749334341
0.0020928176891,-0.024902861584,0.726948570183,0.000419070300708
0.00258751889087,-0.0249202292653,0.774692344115,0.000446563099731
0.00258751889087,-0.0249202292653,0.774692344115,0.000446563099731
