Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.000350133501068,-0.03602190641023,0.06530009323391,0,0,0,0.352395733896831,0.000404087077789,-3.95777299375808E-07,-1.64745868933418E-07,0.000325399468893,2.88826526143997E-06,0.000406775704799,0,0,0,0,0,0,package://fyp/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://009_271120_Correct_components/meshes/base_link.STL,,BASE-1,BASE_UNDER_GL,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link_p_1,-1.19933643488029E-05,-0.000103538143995,0.008451943108623,0,0,0,0.052828425458774,3.77153899343092E-06,-2.33326435640482E-10,-8.69910097856418E-10,4.23620818124235E-06,2.52958709372501E-11,6.30698364184596E-06,0,0,0,0,0,0,package://fyp/meshes/link_p_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://009_271120_Correct_components/meshes/link_p_1.STL,,010000-2,PITCH_GL,PITCH_AX_GL,joint_p_1,revolute,0,0.016806,0.14525,0,0,0,base_link,0,1,0,30,0.3,-0.79,0.79,,,,,,,,
link_y_1,0.010487682595559,-0.02301568827181,0.020941823734644,0,0,0,0.151826725642152,6.38614671740467E-05,8.06821895942205E-06,-8.01171088344698E-07,8.82740990599378E-05,6.22836986686432E-07,0.000127222977341,0,0,0,0,0,0,package://fyp/meshes/link_y_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://009_271120_Correct_components/meshes/link_y_1.STL,,top-2,YAW_GL,YAW_AX_GL,joint_y_1,revolute,0,0,0.02,0,0,0,link_p_1,0,0,1,30,0.3,-0.79,0.79,,,,,,,,
link_s_1,-0.130540936042835,-0.00352627999201,0.073426163353449,0,0,0,0.14210555185115,4.39802170061191E-05,4.6698112486318E-08,2.12695051978603E-05,0.000160918815683,-6.50095590362535E-08,0.0001277553292,0,0,0,0,0,0,package://fyp/meshes/link_s_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://009_271120_Correct_components/meshes/link_s_1.STL,,051000-1,LIN_GL,LIN_AX_GL,joint_s_1,prismatic,0.16609,4E-05,-0.070079,0,0,0,link_y_1,1,0,0,30,0.05,-0.1,0.1,,,,,,,,
