x,y,z,time
-0.0430373648785,0.00462922798177,-0.0283845441108,0.0
-0.0430373648785,0.00462922798177,-0.0283845441108,0.0
-0.0431722918037,0.00467005816151,-0.0285914616136,0.02
-0.0366997731894,0.00572167738241,-0.0202234637004,0.04
-0.0291458587965,0.00471189856324,-0.0117287302069,0.06
-0.0232042197779,0.00399934881076,-0.00548458152725,0.08
-0.0179591950393,0.00370386905899,-0.00142869664916,0.1
-0.0142281361823,0.00326082007135,0.00161045354664,0.12
-0.0117123091398,0.00272566643943,0.00325415912956,0.14
-0.0100018608428,0.00235274220526,0.00396778619588,0.16
-0.00906337285233,0.00207666985089,0.0031091307709,0.18
-0.00832149180045,0.00187171507808,0.00226673247904,0.2
-0.00763466637779,0.00169319108392,0.00190054713964,0.22
-0.00696176208722,0.00151178477874,0.00181420813655,0.24
-0.00649433818509,0.00137440866168,0.00170900690032,0.26
-0.00604153189526,0.00122028394148,0.00155543792165,0.28
-0.00578425315858,0.0010796956791,0.00141507407827,0.3
-0.00551775424671,0.000986289681142,0.00130609999033,0.32
-0.00534178864546,0.000923818820435,0.00122790786614,0.34
-0.00516588597159,0.000861187814613,0.0011495274057,0.36
-0.00498032849373,0.000814364469719,0.00110296107831,0.38
-0.00489479501737,0.000766941054938,0.00105561893416,0.4
-0.00470929264228,0.000719907570306,0.0010088509626,0.42
-0.00471896929851,0.00068791188008,0.00097679466153,0.44
-0.00462374868053,0.000656326161189,0.000961367601651,0.46
-0.00452853578519,0.000624700416382,0.000945920969801,0.48
-0.00453332826099,0.000592664647735,0.000929874775144,0.5
-0.00444310524663,0.000577006753664,0.000898342744863,0.52
-0.00444304834824,0.000560978854667,0.000898343063497,0.54
-0.00444299305262,0.00054495095006,0.000898343373156,0.56
-0.00444785832817,0.000528923040003,0.00088228821371,0.58
-0.00435278090459,0.000529253039405,0.000866773239993,0.6
-0.00435272878194,0.000513215124112,0.000866773521458,0.62
-0.00435765090782,0.000513215124112,0.000850709040429,0.64
-0.00435760038891,0.000497177203687,0.000850709308182,0.66
-0.00435267826306,0.000497177203687,0.000866773794263,0.68
-0.00434775774369,0.000497177203687,0.000882838772476,0.7
-0.00435262934795,0.00048113927829,0.000866774058407,0.72
-0.00435755147377,0.00048113927829,0.000850709567435,0.74
-0.00425755332826,0.00048143927784,0.000851239562568,0.76
-0.00426247700801,0.00048143927784,0.000835165564072,0.78
-0.00426242966712,0.000465391347676,0.000835165810247,0.8
-0.0042575059874,0.000465391347676,0.000851239813477,0.82
-0.00426242966712,0.000465391347676,0.000835165810247,0.84
-0.00426242966712,0.000465391347676,0.000835165810247,0.86
-0.00426242966712,0.000465391347676,0.000835165810247,0.88
-0.0042575059874,0.000465391347676,0.000851239813477,0.9
-0.00426242966712,0.000465391347676,0.000835165810247,0.92
-0.00426735495422,0.000465391347676,0.000819092299464,0.94
-0.00427228184864,0.000465391347676,0.000803019281291,0.96
-0.0042575059874,0.000465391347676,0.000851239813477,0.98
-0.0042575059874,0.000465391347676,0.000851239813477,1.0
-0.00426735495422,0.000465391347676,0.000819092299464,1.02
-0.00426735495422,0.000465391347676,0.000819092299464,1.04
-0.00426735495422,0.000465391347676,0.000819092299464,1.06
-0.00416735667521,0.000465681347269,0.000819602295109,1.08
-0.00416735667521,0.000465681347269,0.000819602295109,1.1
-0.00416735667521,0.000465681347269,0.000819602295109,1.12
-0.00416735667521,0.000465681347269,0.000819602295109,1.14
-0.00416735667521,0.000465681347269,0.000819602295109,1.16
-0.00416735667521,0.000465681347269,0.000819602295109,1.18
-0.00416735667521,0.000465681347269,0.000819602295109,1.2
-0.00416735667521,0.000465681347269,0.000819602295109,1.22
-0.00417228351914,0.000465681347269,0.000803519277105,1.24
-0.00417228351914,0.000465681347269,0.000803519277105,1.26
-0.00416735667521,0.000465681347269,0.000819602295109,1.28
-0.00416735667521,0.000465681347269,0.000819602295109,1.3
-0.00417228351914,0.000465681347269,0.000803519277105,1.32
-0.00417228351914,0.000465681347269,0.000803519277105,1.34
-0.00417228351914,0.000465681347269,0.000803519277105,1.36
-0.00417228351914,0.000465681347269,0.000803519277105,1.38
-0.00417228351914,0.000465681347269,0.000803519277105,1.4
-0.00417228351914,0.000465681347269,0.000803519277105,1.42
-0.00417228351914,0.000465681347269,0.000803519277105,1.44
-0.00417228351914,0.000465681347269,0.000803519277105,1.46
-0.00416740404563,0.00048173927739,0.000819602053518,1.48
-0.00416740404563,0.00048173927739,0.000819602053518,1.5
-0.00417233088958,0.00048173927739,0.000803519040251,1.52
-0.00417228351914,0.000465681347269,0.000803519277105,1.54
-0.00417233088958,0.00048173927739,0.000803519040251,1.56
-0.00417228351914,0.000465681347269,0.000803519277105,1.58
-0.00417228351914,0.000465681347269,0.000803519277105,1.6
-0.0041772593418,0.00048173927739,0.000787436519749,1.62
-0.00417721197134,0.000465681347269,0.000787436751866,1.64
-0.00417233088958,0.00048173927739,0.000803519040251,1.66
-0.00417233088958,0.00048173927739,0.000803519040251,1.68
-0.00417233088958,0.00048173927739,0.000803519040251,1.7
-0.00407726099229,0.00048203927694,0.000787926515583,1.72
-0.00407726099229,0.00048203927694,0.000787926515583,1.74
-0.00407233258957,0.00048203927694,0.000804019035918,1.76
-0.00407233258957,0.00048203927694,0.000804019035918,1.78
-0.00407726099229,0.00048203927694,0.000787926515583,1.8
-0.00407726099229,0.00048203927694,0.000787926515583,1.82
-0.00407726099229,0.00048203927694,0.000787926515583,1.84
-0.00407233258957,0.00048203927694,0.000804019035918,1.86
-0.00407726099229,0.00048203927694,0.000787926515583,1.88
-0.00407726099229,0.00048203927694,0.000787926515583,1.9
-0.00407726099229,0.00048203927694,0.000787926515583,1.92
-0.00407726099229,0.00048203927694,0.000787926515583,1.94
-0.00407233258957,0.00048203927694,0.000804019035918,1.96
-0.00407233258957,0.00048203927694,0.000804019035918,1.98
-0.00407726099229,0.00048203927694,0.000787926515583,2.0
-0.00407726099229,0.00048203927694,0.000787926515583,2.02
-0.00407726099229,0.00048203927694,0.000787926515583,2.04
-0.00407726099229,0.00048203927694,0.000787926515583,2.06
-0.00407726099229,0.00048203927694,0.000787926515583,2.08
-0.00407726099229,0.00048203927694,0.000787926515583,2.1
-0.00407233258957,0.00048203927694,0.000804019035918,2.12
-0.00407726099229,0.00048203927694,0.000787926515583,2.14
