x,y,z,time
-0.107916144377,0.0291014774964,-0.0807302145658,0.0
-0.107916144377,0.0291014774964,-0.0807302145658,0.0
-0.107825729931,0.0291950241802,-0.0806698688536,0.02
-0.0723746340492,0.0213567799114,-0.0638626975909,0.04
-0.0555292646083,0.0443615854924,-0.0426621728525,0.06
-0.0471121589477,0.0311027300837,-0.0323342458157,0.08
-0.0372647853584,0.0322625589491,-0.0225889963501,0.1
-0.0328733631986,0.025376692038,-0.0160004066933,0.12
-0.0282469848551,0.0256461698654,-0.00767482334834,0.14
-0.0241712366048,0.0246143248974,-0.00417745304041,0.16
-0.0211449523909,0.0223506163191,-0.00171550200097,0.18
-0.0183304139778,0.0221281544814,0.0013472788023,0.2
-0.0166920181532,0.0208022696963,0.00176140217257,0.22
-0.0150195381263,0.0197828347178,0.00374952075929,0.24
-0.0140930078335,0.0184543186835,0.00393747474181,0.26
-0.0133474998182,0.0173889348254,0.00433298988725,0.28
-0.0126839910467,0.0164466665806,0.00420101379808,0.3
-0.0121934363713,0.0156116787089,0.00421460563906,0.32
-0.0117654319349,0.0148475301653,0.00405927860294,0.34
-0.0113225994593,0.0141244734017,0.00397958119315,0.36
-0.0110066858015,0.0134494684796,0.00383498102748,0.38
-0.0106825445921,0.0128020590331,0.00373586292804,0.4
-0.0103778196207,0.0122438685839,0.00360510552069,0.42
-0.0101574645336,0.0116910294846,0.00353337993009,0.44
-0.00995180839465,0.0111827474364,0.0034302921801,0.46
-0.00974536450678,0.0107038216978,0.0033423368264,0.48
-0.00963716273579,0.0101706011175,0.0032520546028,0.5
-0.00942498193695,0.00984372861885,0.00322559186629,0.52
-0.0093263767194,0.0094169796329,0.00313481590959,0.54
-0.00921850670009,0.00905152482394,0.0030905432718,0.56
-0.0091123819619,0.00870103232767,0.00304616772111,0.58
-0.00900402925367,0.0083810454258,0.00301727601933,0.6
-0.00890576432362,0.00806060217605,0.00295710661296,0.62
-0.00879481167749,0.00775523263033,0.0029436837674,0.64
-0.00869141843358,0.00749605269152,0.00291455372054,0.66
-0.00869233620179,0.0072163219407,0.00286790689246,0.68
-0.00859319393941,0.00692547377692,0.00282306790649,0.7
-0.00857487547265,0.00672328433424,0.00285451255557,0.72
-0.0084792449344,0.0064941435179,0.00280956385157,0.74
-0.00846968037256,0.00626066943332,0.00280973603228,0.76
-0.00847113148415,0.00605831381338,0.0027785734371,0.78
-0.00836820568396,0.00585970706899,0.00276482650984,0.8
-0.0083654531523,0.00565720140269,0.00274929531366,0.82
-0.00835459314999,0.00548584297307,0.00276506747686,0.84
-0.00835758941424,0.0052988989411,0.00273385257602,0.86
-0.0082524389594,0.00514640580866,0.00273569289685,0.88
-0.00825160828778,0.00497491814541,0.00272011523369,0.9
-0.00825144882578,0.00481901504061,0.00270452534464,0.92
-0.00824670847376,0.00466310711679,0.00270460736092,0.94
-0.00824731375604,0.00452278599396,0.00268900336398,0.96
-0.00824330698728,0.00438246120767,0.0026890722872,0.98
-0.00824459129441,0.00425772508069,0.00267345595087,1.0
-0.00814128522586,0.00413563591862,0.00267522265685,1.02
-0.00814276837841,0.00401081444884,0.00265959241562,1.04
-0.00813051850082,0.00390159355437,0.00269101244049,1.06
-0.00813730693716,0.00379237074812,0.00265968526907,1.08
-0.00813469088422,0.00368314608361,0.00265972974625,1.1
-0.00813725220619,0.00358952350414,0.00264408032315,1.12
-0.00813038407868,0.00349589963245,0.002659802969,1.14
-0.00813305772595,0.00340227450224,0.00264415121661,1.16
-0.0081357891024,0.0033086481472,0.00262849858105,1.18
-0.0081199261317,0.00323062527336,0.00267558793296,1.2
-0.00813255893316,0.00315260159187,0.002628552853,1.22
-0.00812625800039,0.00307457712222,0.00264426614292,1.24
-0.00812474043485,0.00299655188393,0.00264429179222,1.26
-0.00802358641673,0.00293601104224,0.00264600145789,1.28
-0.00802688231945,0.00285793447815,0.00263032838716,1.3
-0.00802575179755,0.00279547271152,0.00263034738171,1.32
-0.00802464625693,0.0027330104976,0.00263036595654,1.34
-0.00802356569775,0.00267054784641,0.00263038411164,1.36
-0.0080225101202,0.00260808476793,0.00263040184702,1.38
-0.00802173483132,0.00256123718467,0.00263041487309,1.4
-0.008020722972,0.00249877338248,0.00263043187393,1.42
-0.00802472621245,0.00245192526793,0.00261474658443,1.44
-0.00800976525547,0.0024050769327,0.00266185368655,1.46
-0.00801853762949,0.00235822838101,0.00263046859114,1.48
-0.00801783728713,0.00231137961708,0.002630480358,1.5
-0.00802189673317,0.00226453064513,0.00261479384112,1.52
-0.00801670127807,0.00223329788367,0.00263049944475,1.54
-0.0080207841435,0.00218644857438,0.0026148124231,1.56
-0.00802013532684,0.00213959906831,0.00261482325934,1.58
-0.00801971058957,0.00210836595702,0.00261483035311,1.6
-0.00801433946346,0.00206151613235,0.00263053912696,1.62
-0.0080236271528,0.00204589948269,0.00259914635305,1.64
-0.00801827319459,0.00199904941158,0.00261485435984,1.66
-0.00802262386217,0.00196781593063,0.00259916300921,1.68
-0.00800819070251,0.00195219916055,0.00264626167024,1.7
-0.00801729332748,0.001920965562,0.00261487072515,1.72
-0.00801691231087,0.0018897318866,0.00261487708871,1.74
-0.00802128483671,0.00185849813562,0.00259918523907,1.76
-0.00801635249697,0.00184288123217,0.00261488643848,1.78
-0.00802073439073,0.00181164737015,0.00259919437732,1.8
-0.00801562793907,0.00178041343566,0.00261489853972,1.82
-0.00802019799806,0.00176479644163,0.00259920328225,1.84
-0.00791529524424,0.00175029940654,0.0026165742515,1.86
-0.00791969548555,0.0017190453321,0.00260087177722,1.88
-0.00791477725882,0.00170341826901,0.00261658290266,1.9
-0.00791935484884,0.00168779118889,0.00260087743231,1.92
-0.00791918687422,0.0016721640919,0.00260088022094,1.94
-0.00791885561247,0.00164090984789,0.00260088572039,1.96
-0.00791869232535,0.0016252827012,0.00260088843121,1.98
-0.00791853060072,0.00160965553826,0.00260089111608,2.0
-0.00792311913462,0.00159402835921,0.00258518584948,2.02
-0.00791821183897,0.00157840116423,0.00260089640801,2.04
-0.00792280349735,0.00156277395346,0.00258519105797,2.06
-0.00791805480185,0.00156277395346,0.00260089901507,2.08
-0.00792264802249,0.00154714672707,0.00258519362354,2.1
-0.00791299829098,0.0015315194852,0.00261661261419,2.12
-0.00792234176029,0.00151589222802,0.00258519867733,2.14
-0.00792694123822,0.00150026495568,0.00256949362214,2.16
-0.00791744227847,0.00150026495568,0.00260090918389,2.18
-0.00792204174814,0.00148463766834,0.00258520362798,2.2
-0.00791714539184,0.00146901036615,0.00260091411266,2.22
-0.00792189408584,0.00146901036615,0.00258520606462,2.24
-0.00791225216938,0.00145338304927,0.00261662507558,2.26
-0.0079263537131,0.00143775571786,0.00256950325842,2.28
-0.0079216034488,0.00143775571786,0.00258521086057,2.3
-0.00792621073812,0.00142212837207,0.00256950560342,2.32
-0.00791671178078,0.00142212837207,0.00260092131127,2.34
-0.00792146047406,0.00142212837207,0.00258521321987,2.36
-0.00792131906184,0.00140650101206,0.00258521555338,2.38
-0.00792592947575,0.00139087363798,0.00256951021653,2.4
-0.00792592947575,0.00139087363798,0.00256951021653,2.42
-0.00791643051933,0.00139087363798,0.00260092598064,2.44
-0.00792579118835,0.00137524624999,0.00256951248465,2.46
-0.00792104092498,0.00137524624999,0.00258522014306,2.48
-0.00792565446348,0.00135961884826,0.00256951472714,2.5
-0.00792090420034,0.00135961884826,0.00258522239922,2.52
