x,y,z,fx,fy,fz,time,dist
0.167892262847,0.00143967081749,-0.0458325943696,0.0,0.0,0.0,0.001,0
0.167892262847,0.00143967081749,-0.0458325943696,0.0,0.0,0.0,0.003,0
0.168179828092,0.0014077062532,-0.0459781238624,0.0,0.0,0.0,0.022,0
0.168119649164,0.00141884477039,-0.046201723562,0.0,0.0,0.0,0.042,0
0.168129164579,0.0014637491777,-0.0461688402983,0.0,0.0,0.0,0.063,0
0.168142253193,0.00150903011397,-0.0461229008991,0.0,0.0,0.0,0.081,0
0.168155227232,0.00155397530062,-0.0460772869869,0.0,0.0,0.0,0.102,0
0.168168167599,0.00159880176324,-0.0460317032001,0.0,0.0,0.0,0.122,0
0.16818109638,0.00164355685196,-0.0459860693792,0.0,0.0,0.0,0.142,0
0.168194013056,0.00168823759713,-0.0459403874691,0.0,0.0,0.0,0.162,0
0.168206917386,0.0017328433497,-0.0458946584288,0.0,0.0,0.0,0.182,0
0.168219809411,0.0017773740381,-0.0458488821884,0.0,0.0,0.0,0.202,0
0.168232689171,0.00182182957555,-0.0458030586799,0.0,0.0,0.0,0.222,0
0.168245556706,0.00186620987591,-0.0457571878469,0.0,0.0,0.0,0.241,0
0.168258412562,0.00191051470596,-0.0457112676809,0.0,0.0,0.0,0.262,0
0.168271255604,0.00195474441861,-0.045665302565,0.0,0.0,0.0,0.283,0
0.168284086686,0.00199889905526,-0.0456192893822,0.0,0.0,0.0,0.302,0
0.168296905686,0.00204297766932,-0.0455732286825,0.0,0.0,0.0,0.322,0
0.168309712643,0.00208698069028,-0.0455271203816,0.0,0.0,0.0,0.342,0
0.16832250811,0.00213090790891,-0.045480962434,0.0,0.0,0.0,0.363,0
0.16833529043,0.00217475991408,-0.0454347612603,0.0,0.0,0.0,0.382,0
0.168348061628,0.00221853618599,-0.04538850923,0.0,0.0,0.0,0.401,0
0.168360820769,0.00226223579284,-0.0453422099979,0.0,0.0,0.0,0.421,0
0.168373568578,0.002305859427,-0.0452958608308,0.0,0.0,0.0,0.444,0
0.168386302869,0.00234940942224,-0.0452494701465,0.0,0.0,0.0,0.462,0
0.168399026817,0.00239288245064,-0.045203025939,0.0,0.0,0.0,0.483,0
0.168411738178,0.00243627953928,-0.0451565368549,0.0,0.0,0.0,0.502,0
0.168424438504,0.00247960030439,-0.045109997026,0.0,0.0,0.0,0.522,0
0.168437126988,0.00252284464842,-0.0450634096222,0.0,0.0,0.0,0.541,0
0.168449803828,0.00256601293154,-0.0450167739518,0.0,0.0,0.0,0.562,0
0.16846246905,0.00260910507982,-0.0449700899937,0.0,0.0,0.0,0.582,0
0.168475122685,0.00265212105282,-0.0449233576987,0.0,0.0,0.0,0.601,0
0.168487765304,0.00269506016369,-0.0448765749541,0.0,0.0,0.0,0.621,0
0.168500396253,0.00273792265247,-0.0448297443357,0.0,0.0,0.0,0.643,0
0.168513014658,0.00278071024365,-0.0447828692844,0.0,0.0,0.0,0.663,0
0.168525621909,0.00282342222925,-0.0447359445112,0.0,0.0,0.0,0.683,0
