encoder_position
-3.0
-3.0
-3.0
112.0
112.0
306.0
306.0
500.0
500.0
694.0
694.0
888.0
888.0
1081.0
1081.0
1275.0
1275.0
1470.0
1470.0
1664.0
1664.0
1858.0
1858.0
2052.0
2052.0
2246.0
2246.0
2440.0
2440.0
2634.0
2634.0
2828.0
2828.0
3022.0
3022.0
3215.0
3215.0
3409.0
3409.0
3603.0
3603.0
3797.0
3797.0
3991.0
3991.0
4184.0
4184.0
4378.0
4378.0
4572.0
4572.0
4766.0
4766.0
4960.0
4960.0
5154.0
5154.0
5348.0
5348.0
5542.0
5542.0
5735.0
5735.0
5929.0
5929.0
6123.0
6123.0
6317.0
6317.0
6511.0
6511.0
6705.0
6705.0
6898.0
6898.0
7092.0
7092.0
7287.0
7287.0
7480.0
7480.0
7674.0
7674.0
7868.0
7868.0
8062.0
8062.0
8256.0
8256.0
8450.0
8450.0
8643.0
8643.0
8837.0
8837.0
9031.0
9031.0
9225.0
9225.0
9419.0
9419.0
9613.0
9613.0
9807.0
9807.0
10001.0
10001.0
10195.0
10195.0
10388.0
10388.0
10582.0
10582.0
10776.0
10776.0
10970.0
10970.0
11164.0
11164.0
11358.0
11358.0
11551.0
11551.0
11745.0
11745.0
11939.0
11939.0
12133.0
12133.0
12327.0
12327.0
12521.0
12521.0
12715.0
12715.0
12909.0
12909.0
13103.0
13103.0
13297.0
13297.0
13490.0
13490.0
13684.0
13684.0
13878.0
13878.0
14072.0
14072.0
14266.0
14266.0
14460.0
14460.0
14653.0
14653.0
14848.0
14848.0
15042.0
15042.0
15236.0
15236.0
15429.0
15429.0
15623.0
15623.0
15817.0
15817.0
16011.0
16011.0
16205.0
16205.0
16399.0
16399.0
16593.0
16593.0
16786.0
16786.0
16980.0
16980.0
17174.0
17174.0
17369.0
17369.0
17562.0
17562.0
17756.0
17756.0
17950.0
17950.0
18144.0
18144.0
18338.0
18338.0
18532.0
18532.0
18726.0
18726.0
18919.0
18919.0
19113.0
19113.0
19307.0
19307.0
19501.0
19501.0
19695.0
19695.0
19889.0
19889.0
20083.0
20083.0
20277.0
20277.0
20471.0
20471.0
20665.0
20665.0
20859.0
20859.0
21053.0
21053.0
21246.0
21246.0
21440.0
21440.0
21634.0
21634.0
21828.0
21828.0
22022.0
22022.0
22216.0
22216.0
22410.0
22410.0
22604.0
22604.0
22798.0
22798.0
22992.0
22992.0
23186.0
23186.0
23380.0
23380.0
23573.0
23573.0
23767.0
23767.0
23961.0
23961.0
24155.0
24155.0
24349.0
24349.0
24543.0
24543.0
24738.0
24738.0
24931.0
24931.0
25125.0
25125.0
25319.0
25319.0
25513.0
