x,y,z,x_dot,y_dot,z_dot,th1,th2,d3,th1_dot,th2_dot,d3_dot,measured_th1,measured_th2,measured_d3,measured_th1_dot,measured_th2_dot,measured_d3_dot,eff_1,eff_2,eff_3,time
0.16,-0.1,-0.05008,0.0,0.0,0.0,0.0,0.558599315344,0.0525396226411,0.0,0.0,0.0,-0.00429548428554,0.560957959148,0.0525351088461,-0.027832487155,0.104512130058,1.54369430344e-05,0.0171396696554,0.104512130058,-0.0493175398071,22.227
0.16,-0.0999835164319,-0.05008,0.0,0.000479600249861,0.0,0.0,0.558525228461,0.0525308868853,0.0,-0.00215570635221,-0.000254157492204,-0.00429548428554,0.560957959148,0.0525351088461,-0.027832487155,0.104512130058,1.54369430344e-05,0.0171396696554,0.104512130058,-0.0493175398071,22.227
0.16,-0.0998721926961,-0.05008,0.0,0.00183930026379,0.0,0.0,0.558024694263,0.0524719160444,0.0,-0.00827245401931,-0.000973930779262,-0.00426722857827,0.560130759621,0.0524912517485,-0.0307166168182,0.104584466384,-0.00120737178895,-0.0612796777181,0.104584466384,-0.0507519772172,22.427
0.16,-0.0995821276363,-0.05008,0.0,0.00396419581526,0.0,0.0,0.556719032444,0.0523184838753,0.0,-0.0178584472573,-0.00209469505184,-0.00421087095583,0.555860132891,0.0520844867668,-0.0269099878856,0.10260093734,-0.00412665250413,-0.0585510630231,0.10260093734,-0.0524603601452,22.627
0.16,-0.0990408901277,-0.05008,0.0,0.00674437851367,0.0,0.0,0.554277091391,0.0520330531114,0.0,-0.0304752344922,-0.00354976039506,-0.00419709233688,0.545873338696,0.0510706466177,-0.0310383858996,0.103488939518,-0.00831061444045,-0.0609948099205,0.103488939518,-0.0554434149492,22.827
0.16,-0.0981870092979,-0.05008,0.0,0.0100749358044,0.0,0.0,0.550409516756,0.0515850350776,0.0,-0.0457422877879,-0.00526955722816,-0.0041319666015,0.528455758042,0.0492935210461,-0.031352940554,0.103721352363,-0.0122237818369,-0.0452191686187,0.103721352363,-0.0587236162944,23.027
0.16,-0.0969694647477,-0.05008,0.0,0.0138559509686,0.0,0.0,0.544862853959,0.0509510930361,0.0,-0.0633359218409,-0.00718155058691,-0.00401405040747,0.502232036839,0.0467157906174,-0.0285768806476,0.101719804849,-0.0175365103525,-0.0563137078601,0.101719804849,-0.0627102228599,23.227
0.16,-0.0953471767716,-0.05008,0.0,0.0179925031237,0.0,0.0,0.537413992449,0.0501154270842,0.0,-0.0829838724548,-0.00921065443706,-0.00395142106156,0.466084569635,0.0434151996743,-0.0256757956508,0.100846982925,-0.0215602713245,-0.058508852011,0.100846982925,-0.0669815642219,23.427
0.16,-0.093288496579,-0.05008,0.0,0.0223946672227,0.0,0.0,0.527865339615,0.0490699986339,0.0,-0.104456564701,-0.0112799786837,-0.00380205955742,0.419241277614,0.0395726606518,-0.0187971277891,0.102039899846,-0.0251677585516,-0.0637892199645,0.102039899846,-0.0712217014608,23.627
0.16,-0.0907706965151,-0.05008,0.0,0.0269775140547,0.0,0.0,0.516041021505,0.0478146665508,0.0,-0.127555823586,-0.0133118000587,-0.00375931595794,0.361246488564,0.0354792956541,-0.0287776182217,0.0975756013995,-0.0259416353811,-0.0634179333205,0.0975756013995,-0.0757595552866,23.827
0.16,-0.0877794602811,-0.05008,0.0,0.0316611102447,0.0,0.0,0.501784343011,0.0463572154507,0.0,-0.152101549348,-0.015228699037,-0.0036559589115,0.292253844865,0.0314962444714,0.0616122053076,0.0978597631291,-0.0248542963038,-0.0547147427316,0.0978597631291,-0.0800632564609,24.027
0.16,-0.0843083731559,-0.05008,0.0,0.0363705182538,0.0,0.0,0.484956695386,0.0447132603637,0.0,-0.177916729694,-0.0169548462585,-0.00359062540531,0.213241675664,0.0280189053793,-0.0186457274209,0.0989265121217,-0.0227924405383,-0.0545682923255,0.0989265121217,-0.0836591933127,24.227
0.16,-0.0803584122161,-0.05008,0.0,0.0410357963787,0.0,0.0,0.465438063864,0.0429060120022,0.0,-0.204811125662,-0.0184174526098,-0.00363177375411,0.126138835358,0.0254313669364,0.031464840387,0.0975002647856,-0.0170961088277,-0.0386429100038,0.0975002647856,-0.0861368061612,24.427
0.16,-0.0759374365575,-0.05008,0.0,0.0455919987524,0.0,0.0,0.443129249613,0.0409658843487,0.0,-0.232564077368,-0.0195484160536,-0.00368886574764,0.0339361336499,0.0240458535371,0.0564216639217,0.100722195437,-0.0113625504217,-0.0553520061024,0.100722195437,-0.0872314668491,24.627
0.16,-0.0710596775153,-0.05008,0.0,0.0499791753436,0.0,0.0,0.417955861908,0.0389299225126,0.0,-0.260907155266,-0.0202862035433,-0.00391053310608,-0.0596046311559,0.0240084909201,-0.0342962022511,0.104797446626,-0.00428486289915,0.0332502042831,0.104797446626,-0.0870658265047,24.827
0.16,-0.0657452288855,-0.05008,0.0,0.054142371957,0.0,0.0,0.389874040629,0.0368410253213,0.0,-0.289507838451,-0.0205779947836,-0.00398816970582,-0.150485180517,0.0253537588365,-0.0272129189142,0.108950645482,0.00211839923557,0.0489281772465,0.108950645482,-0.0850720724393,25.027
0.16,-0.0600195371454,-0.05008,0.0,0.0580316302332,0.0,0.0,0.358877718824,0.0347469358352,0.0,-0.317956002796,-0.0203820822778,-0.00419422474865,-0.23520611035,0.0279183197395,-0.036283087607,0.113522942269,0.00958450139912,0.059864706146,0.113522942269,-0.0823771267695,25.227
0.16,-0.0539128916743,-0.05008,0.0,0.0616019876488,0.0,0.0,0.325007019831,0.0326989762131,0.0,-0.345755651754,-0.0196704656799,-0.00442175074945,-0.311046813109,0.0313719461737,-0.0381139109865,0.120000681244,0.0131198966374,0.0452213938452,0.120000681244,-0.0782899396212,25.427
0.16,-0.0474599149747,-0.05008,0.0,0.0648134775164,0.0,0.0,0.28835710684,0.0307505135992,0.0,-0.372324833607,-0.0184314977874,-0.00461951559593,-0.376412776273,0.0353542626959,-0.0401350596628,0.1254555398,0.0158334063904,0.042037244376,0.1254555398,-0.0739525970604,25.627
0.16,-0.0406990528929,-0.05008,0.0,0.0676311289843,0.0,0.0,0.249086492911,0.0289551631829,0.0,-0.397006776888,-0.0166723412284,-0.0047676370902,-0.430641046039,0.0394471612724,-0.0390822844342,0.1303833198,0.0169575535983,0.0503455673757,0.1303833198,-0.0695229324243,25.827
