x,y,z,fx,fy,fz,time
0.171654758425,-0.00176627375923,-0.0144267053808,[ 0.02227851],[ 0.01176296],[-0.21585679],4.986
0.171658421769,-0.00177531728946,-0.014358997647,[ 0.02235035],[ 0.01187432],[-0.21720191],5.005
0.171661105446,-0.00178467939723,-0.0142911571449,[ 0.02242854],[ 0.01198832],[-0.21855123],5.024
0.171664764218,-0.00179438166647,-0.0142227636002,[ 0.02250031],[ 0.01210534],[-0.21991058],5.046
0.171667428412,-0.00180440236594,-0.0141544097537,[ 0.02257835],[ 0.01222492],[-0.22127072],5.066
0.171670101733,-0.00181491711075,-0.0140855423336,[ 0.02265656],[ 0.01234866],[-0.22264145],5.085
0.171672757222,-0.00182576106993,-0.0140165043129,[ 0.02273465],[ 0.0124752],[-0.22401589],5.106
0.171675406763,-0.00183709902447,-0.0139471244283,[ 0.02281276],[ 0.01260584],[-0.22539754],5.125
0.171678053455,-0.00184860135293,-0.013877401918,[ 0.02289086],[ 0.01273834],[-0.22678619],5.145
0.171680693211,-0.00186059763285,-0.0138073375809,[ 0.022969],[ 0.012875],[-0.22818205],5.166
0.171682348635,-0.0018730764702,-0.013737144962,[ 0.02305379],[ 0.01301569],[-0.22958209],5.184
0.171684974875,-0.00188589570294,-0.0136663970554,[ 0.02313201],[ 0.01315964],[-0.23099226],5.207
0.171686604184,-0.00189903249861,-0.0135956930127,[ 0.02321677],[ 0.01330641],[-0.23240308],5.225
0.171689214929,-0.00191267458262,-0.0135242616382,[ 0.02329506],[ 0.0134578],[-0.23382758],5.245
0.17168589274,-0.00192928211851,-0.013527522819,[ 0.02331563],[ 0.01357302],[-0.23377863],5.265
0.171675226584,-0.00194799632671,-0.0137557374408,[ 0.02308421],[ 0.01352512],[-0.22927517],5.285
0.171661865947,-0.00196950680198,-0.0143269020592,[ 0.02238659],[ 0.01320814],[-0.21797426],5.305
0.171635974266,-0.00197703422393,-0.0160618007256,[ 0.01997391],[ 0.01173865],[-0.18362104],5.327
0.171581328713,-0.00197221625103,-0.018797670736,[ 0.01557708],[ 0.00898635],[-0.12957916],5.347
0.171444430435,-0.00196442767372,-0.0224835020758,[ 0.00811524],[ 0.00448362],[-0.0572603],5.366
0.171159129916,-0.00193776824122,-0.0272743775275,[ 0.],[ 0.],[ 0.],5.385
0.170733050538,-0.00188029128367,-0.03231082109,[ 0.],[ 0.],[ 0.],5.407
0.17016776693,-0.00181294169042,-0.0372993999471,[ 0.],[ 0.],[ 0.],5.425
0.169467261929,-0.00173827698852,-0.0422194695789,[ 0.],[ 0.],[ 0.],5.446
0.168640238529,-0.00165861640477,-0.0470621617586,[ 0.],[ 0.],[ 0.],5.465
0.167687979828,-0.00157355370281,-0.0518258851825,[ 0.],[ 0.],[ 0.],5.486
0.166619718423,-0.00148393071793,-0.056505799199,[ 0.],[ 0.],[ 0.],5.505
0.165441079164,-0.00138937569679,-0.0610969804848,[ 0.],[ 0.],[ 0.],5.526
0.164159037805,-0.00129054124104,-0.0655945193915,[ 0.],[ 0.],[ 0.],5.545
0.162779536482,-0.00118637398651,-0.0699920165488,[ 0.],[ 0.],[ 0.],5.565
0.161313270949,-0.00107753285368,-0.0742784306489,[ 0.03053945],[ 0.00240432],[ 0.04908582],5.585
