208,0
273,0.0038255
336,0.007651
397,0.011476
456,0.015302
514,0.019127
569,0.022953
623,0.026778
676,0.030604
727,0.034429
777,0.038255
826,0.04208
874,0.045906
922,0.049731
968,0.053557
1014,0.057382
1059,0.061208
1104,0.065033
1148,0.068859
1192,0.072684
1236,0.07651
1280,0.080335
1324,0.084161
1367,0.087986
1411,0.091812
1455,0.095637
1498,0.099462
1543,0.10329
1587,0.10711
1631,0.11094
1676,0.11476
1722,0.11859
1767,0.12242
1814,0.12624
1860,0.13007
1908,0.13389
1955,0.13772
2004,0.14154
2052,0.14537
2102,0.14919
2152,0.15302
2203,0.15684
2254,0.16067
2306,0.1645
2359,0.16832
2412,0.17215
2466,0.17597
2521,0.1798
2577,0.18362
2633,0.18745
2690,0.19127
2747,0.1951
2805,0.19892
2864,0.20275
2924,0.20658
2984,0.2104
3045,0.21423
3106,0.21805
3168,0.22188
3231,0.2257
3294,0.22953
3358,0.23335
3422,0.23718
3487,0.24101
3553,0.24483
3619,0.24866
3685,0.25248
3752,0.25631
3820,0.26013
3887,0.26396
3955,0.26778
4024,0.27161
4093,0.27543
4162,0.27926
4232,0.28309
4302,0.28691
4372,0.29074
4442,0.29456
4513,0.29839
4583,0.30221
4654,0.30604
4725,0.30986
4796,0.31369
4867,0.31751
4939,0.32134
5010,0.32517
5081,0.32899
5152,0.33282
5224,0.33664
5295,0.34047
5366,0.34429
5437,0.34812
5507,0.35194
5578,0.35577
5648,0.3596
5718,0.36342
5788,0.36725
5858,0.37107
5927,0.3749
5996,0.37872
6065,0.38255
6133,0.38637
6201,0.3902
6268,0.39402
6336,0.39785
6402,0.40168
6468,0.4055
6534,0.40933
6599,0.41315
6664,0.41698
6728,0.4208
6791,0.42463
6854,0.42845
6917,0.43228
6978,0.4361
7039,0.43993
7100,0.44376
7160,0.44758
7219,0.45141
7277,0.45523
7335,0.45906
7392,0.46288
7449,0.46671
7505,0.47053
7560,0.47436
7614,0.47818
7667,0.48201
7720,0.48584
7772,0.48966
7823,0.49349
7874,0.49731
7923,0.50114
7972,0.50496
8020,0.50879
8068,0.51261
8114,0.51644
8160,0.52027
8205,0.52409
8249,0.52792
8292,0.53174
8335,0.53557
8377,0.53939
8418,0.54322
8458,0.54704
8497,0.55087
8536,0.55469
8574,0.55852
8611,0.56235
8647,0.56617
8683,0.57
8717,0.57382
8751,0.57765
8785,0.58147
8817,0.5853
8849,0.58912
8880,0.59295
8910,0.59677
8940,0.6006
8968,0.60443
8996,0.60825
9024,0.61208
9050,0.6159
9076,0.61973
9101,0.62355
9126,0.62738
9150,0.6312
9173,0.63503
9196,0.63886
9217,0.64268
9239,0.64651
9259,0.65033
9279,0.65416
9298,0.65798
9317,0.66181
9335,0.66563
9352,0.66946
9369,0.67328
9385,0.67711
9400,0.68094
9415,0.68476
9429,0.68859
9443,0.69241
9456,0.69624
9468,0.70006
9480,0.70389
9491,0.70771
9501,0.71154
9511,0.71536
9520,0.71919
9528,0.72302
9536,0.72684
9543,0.73067
9549,0.73449
9555,0.73832
9560,0.74214
9564,0.74597
9567,0.74979
9570,0.75362
9572,0.75744
9573,0.76127
