-7,0
44,0.0063812
91,0.012762
136,0.019144
178,0.025525
217,0.031906
255,0.038288
290,0.044669
323,0.05105
355,0.057431
385,0.063812
414,0.070194
442,0.076575
469,0.082956
494,0.089338
518,0.095719
542,0.1021
564,0.10848
586,0.11486
606,0.12124
626,0.12762
645,0.13401
663,0.14039
680,0.14677
697,0.15315
712,0.15953
727,0.16591
741,0.17229
755,0.17868
767,0.18506
779,0.19144
790,0.19782
801,0.2042
811,0.21058
821,0.21696
830,0.22334
838,0.22973
846,0.23611
854,0.24249
861,0.24887
868,0.25525
875,0.26163
882,0.26801
889,0.27439
895,0.28077
902,0.28716
908,0.29354
915,0.29992
922,0.3063
929,0.31268
936,0.31906
943,0.32544
951,0.33182
958,0.33821
966,0.34459
973,0.35097
980,0.35735
988,0.36373
994,0.37011
1001,0.37649
1006,0.38288
1011,0.38926
1014,0.39564
1015,0.40202
1015,0.4084
