259,0
273,0.0017562
299,0.0052188
325,0.0086134
495,0.030825
532,0.035809
669,0.054025
823,0.074691
892,0.083985
984,0.096601
1085,0.11043
1315,0.1423
1467,0.16377
1626,0.18646
1798,0.21127
1961,0.23509
2096,0.25519
2260,0.27978
2396,0.30037
2545,0.32313
2705,0.34799
2874,0.37476
3039,0.40111
3208,0.42846
3374,0.45587
3533,0.48241
3695,0.50972
3860,0.53808
4010,0.56424
4168,0.5922
4334,0.62205
4490,0.65051
4656,0.68133
4820,0.71226
5000,0.74691
5171,0.78028
5343,0.81443
5522,0.85061
5707,0.88884
5892,0.92796
6079,0.96808
6269,1.01
6462,1.0532
6664,1.0997
6860,1.146
7049,1.1915
7246,1.2403
7436,1.2886
7623,1.3371
7809,1.3866
8009,1.4412
8212,1.4982
8402,1.5529
8591,1.6089
8793,1.6707
8992,1.7332
9174,1.792
9358,1.8532
9561,1.9228
9747,1.9882
9930,2.0547
10121,2.1263
10310,2.1993
10489,2.2704
10677,2.3476
10864,2.4265
11048,2.5068
11238,2.5923
11434,2.6832
11617,2.7709
11791,2.8561
11973,2.9484
12152,3.0415
12326,3.1343
12489,3.2241
12658,3.3188
12812,3.4067
12967,3.4974
13124,3.591
13273,3.6821
13423,3.7749
13574,3.8693
13726,3.9667
13885,4.0695
14039,4.171
14187,4.2694
14338,4.3711
14489,4.474
14640,4.5777
14787,4.6803
14935,4.7838
15081,4.8868
15233,4.9953
15386,5.1047
15538,5.2152
15682,5.3201
15833,5.4303
15987,5.5442
16149,5.6645
16305,5.7807
16463,5.9004
16622,6.0211
16786,6.1457
16957,6.2777
17117,6.4022
17285,6.5336
17448,6.6629
17623,6.8025
17794,6.9403
17953,7.0707
18116,7.205
18278,7.3401
18436,7.4735
18597,7.6107
18763,7.7552
18922,7.8949
19081,8.0363
19247,8.186
19419,8.3439
19582,8.4955
19744,8.6485
19899,8.7963
20059,8.9518
20222,9.1121
20392,9.2814
20543,9.4333
20700,9.5936
20862,9.7594
21020,9.9223
21171,10.079
21327,10.241
21483,10.404
21653,10.58
21816,10.749
21981,10.92
22142,11.084
22309,11.253
22471,11.415
22640,11.583
22806,11.745
22975,11.908
23144,12.069
23323,12.238
23507,12.408
23690,12.576
23861,12.731
24042,12.895
24238,13.071
24420,13.234
24606,13.402
24795,13.574
24990,13.755
25162,13.919
25333,14.088
25503,14.265
